( c_books_test_0134 "He signed to her to listen." )
( c_books_test_0135 "John carried it, though she had hoped to be carried by Peter." )
( c_books_test_0136 "Why not? It is poisoned. Poisoned?" )
( c_books_test_0137 "His hide will look well on the Council Rock." )
( c_books_test_0138 "Five drops of this he now added to Peter’s cup." )
( c_books_test_0139 "That night Kotick danced the Fire-dance with the yearling seals." )
( c_books_test_0140 "None of us has any pockets. How could she resist." )
( c_books_test_0141 "Oho, Baloo, what dost thou do here?" )
( c_books_test_0142 "Smee had been waiting for it." )
( c_books_test_0143 "Nothing remained to do but to knock." )
( c_books_test_0144 "That fiend! Mr." )
( c_books_test_0145 "They were not very anxious, because they had such faith in Peter." )
( c_books_test_0146 "Men and their cubs are very wise." )
( c_books_test_0147 "Keep thy hand on my shoulder, Bagheera whispered." )
( c_books_test_0148 "’Ware Tinker Bell." )
( c_books_test_0149 "Cut the herd in two, Akela." )
( c_books_test_0150 "These are my last words, dear boys, she said firmly." )
( c_books_test_0151 "What’s your name? he asked." )
( c_books_test_0152 "It was an anxious moment when the glass thing was withdrawn." )
( c_books_test_0153 "Crediting them with a nobler feeling Wendy melted." )
( c_books_test_0154 "Save Akela from the death." )
( c_books_test_0155 "For the moment, however, it constitutes their chief danger." )
( c_books_test_0156 "Peter slept on." )
( c_books_test_0157 "Yes. Petersen Sahib smiled again." )
( c_books_test_0158 "Ahoy there, you lubbers! he called." )
( c_books_test_0159 "DO YOU BELIEVE IN FAIRIES?" )
( c_books_test_0160 "We must help their wandering memories." )
( c_books_test_0161 "It is only thus that any one may sight those magic shores." )
( c_books_test_0162 "I have at least paid for thy son’s life." )
( c_books_test_0163 "I will die without fighting." )
( c_books_test_0164 "Ha! said Mowgli, on his back." )
( c_books_test_0165 "Then I shall get up, he said." )
( c_books_test_0166 "After that it followed her about everywhere." )
( c_books_test_0167 "She had not long to wait." )
( c_books_test_0168 "Remember mumps, he warned her almost threateningly, and off he went again." )
( c_books_test_0169 "Who said I wasn’t getting up? she cried." )
( c_books_test_0170 "She says she glories in being abandoned, Peter interpreted." )
( c_books_test_0171 "He shall become a great tracker." )
( c_books_test_0172 "He was Blackbeard’s bo’sun, John whispered huskily." )
( c_books_test_0173 "The best way will be to toss for it." )
( c_books_test_0174 "He had sometimes a feeling that she did not admire him." )
( c_books_test_0175 "Now really and truly it was finished." )
( c_books_test_0176 "But Darzee’s wife was wiser." )
( c_books_test_0177 "Have you not seen her? asked Peter, becoming troubled." )
( c_books_test_0178 "They thought they would soon be no more." )
( c_books_test_0179 "Where are you going? she cried with misgiving." )
( c_books_test_0180 "The wild boar will, but the hunting tribes do not." )
( c_books_test_0181 "Some bat’s chatter of Shere Khan, he called back." )
( c_books_test_0182 "Already she was reeling in the air." )
( c_books_test_0183 "The Man Pack are angry." )
( c_books_test_0184 "I am a stranger in this part of the jungle." )
( c_books_test_0185 "Then he went on ticking." )
( c_books_test_0186 "Brother, it ebbs from my flank and side." )
( c_books_test_0187 "Eyes that can see in the dark--the dark!" )
( c_books_test_0188 "Some king had built it long ago on a little hill." )
( c_books_test_0189 "Darling also, but they forgot about him." )
( c_books_test_0190 "That is because I have killed Shere Khan, he said to himself." )
( c_books_test_0191 "Then he burst into tears, and the truth came out." )
( c_books_test_0192 "That is good, said the snake." )
( c_books_test_0193 "Darling quite a shock." )
( c_books_test_0194 "Then I refuse, he cried, banging the barrel in front of Hook." )
( c_books_test_0195 "What of the quarry ye went to kill?" )
( c_books_test_0196 "Even as he also fainted he saw that the water was rising." )
( c_books_test_0197 "Singed jungle cat--go now!" )
( c_books_test_0198 "Speak! Hook demanded." )
( c_books_test_0199 "Ye know how that plot was made." )
( c_books_test_0200 "Wendy was quite puzzled." )
( c_books_test_0201 "None of them knew." )
( c_books_test_0202 "He was dead, and the kites were coming for him already." )
( c_books_test_0203 "Chattering, foolish, vain--vain, foolish, and chattering, are the monkeys." )
( c_books_test_0204 "You get laughed at by gun-bullocks." )
( c_books_test_0205 "They shall carry thee far through the jungle, manling." )
( c_books_test_0206 "Darling tightened her grip." )
( c_books_test_0207 "You are very wise, you plains people." )
( c_books_test_0208 "Hullo, said Jane." )
( c_books_test_0209 "What did his crow sound like? Jane asked one evening." )
( c_books_test_0210 "That is my message." )
( c_books_test_0211 "Come then, Nagaina." )
( c_books_test_0212 "All was as still as salt." )
( c_books_test_0213 "Which will win?" )
( c_books_test_0214 "That opens out on the plain not half a mile from here." )
( c_books_test_0215 "Not the pain of this but its unfairness was what dazed Peter." )
( c_books_test_0216 "They never do what they set out to do." )
( c_books_test_0217 "Mermaids! said Peter again." )
( c_books_test_0218 "Mine, Peter, said Tootles on his knees." )
( c_books_test_0219 "Hold your tongue, John, his father rapped out." )
( c_books_test_0220 "Hullo, Peter, she replied faintly, squeezing herself as small as possible." )
( c_books_test_0221 "He has no right, whispered Bagheera." )
( c_books_test_0222 "Michael, when I was your age I took medicine without a murmur." )
( c_books_test_0223 "Where am I? she said." )
( c_books_test_0224 "Again came that ringing crow, and Peter dropped in front of them." )
( c_books_test_0225 "Nearer! hissed Kaa, and they all moved again." )
( c_books_test_0226 "But Liza was dense." )
( c_books_test_0227 "But Wendy hesitated." )
( c_books_test_0228 "They were such very bad dreams, said the camel." )
( c_books_test_0229 "No more would they torture at the stake." )
( c_books_test_0230 "Now for the first time we hear the voice of Hook." )
( c_books_test_0231 "When that cloud covers the moon I shall go to the terrace." )
( c_books_test_0232 "Mr. and Mrs." )
( c_books_test_0233 "They throw stones and talk child’s talk." )
( c_books_test_0234 "The others drew back and formed a ring around them." )
( c_books_test_0235 "At present she was full of jealousy of Wendy." )
( c_books_test_0236 "Now, listen! cried Hook, and all listened." )
( c_books_test_0237 "You don’t think I would kill him while he was sleeping!" )
( c_books_test_0238 "They drown when the tide rises, for then it is submerged." )
( c_books_test_0239 "How topping! said John and Michael." )
( c_books_test_0240 "He only wanted room by the sea for his nursery." )
( c_books_test_0241 "The more quickly this horror is disposed of the better." )
( c_books_test_0242 "Of course it’s awfully fascinating! she cried." )
( c_books_test_0243 "Wendy rushed to the window." )
( c_books_test_0244 "Hullo, Wendy, good-bye, he said." )
( c_books_test_0245 "Ohe, little one." )
( c_books_test_0246 "Bagheera followed in case of accidents." )
( c_books_test_0247 "Let them fall, Mowgli." )
( c_books_test_0248 "Johnny’s a silent fellow, he reminded Hook." )
( c_books_test_0249 "Don’t be frightened, Teddy, said his father." )
( c_books_test_0250 "The fool! said Father Wolf." )
( c_books_test_0251 "Give me black bones to eat!" )
( c_books_test_0252 "Rabbits could not have disappeared more quickly." )
( c_books_test_0253 "Nagaina gathered herself together and flung out at him." )
( c_books_test_0254 "Salaam karo, my children." )
( c_books_test_0255 "He does so need a mother, Jane said." )
( c_books_test_0256 "Darling woke to share her bliss, and Nana came rushing in." )
( c_books_test_0257 "In the meantime Mrs." )
( c_books_test_0258 "See, said Hook in answer to Smee’s question, that is a mother." )
( c_books_test_0259 "He thought he had attached the shadow himself." )
( c_books_test_0260 "He hasn’t even begun to drink his milk, Nibs interposed." )
( c_books_test_0261 "I have no cloth to wrap me." )
( c_books_test_0262 "Hook stood shuddering, one foot in the air." )
( c_books_test_0263 "The jungle has many tongues." )
( c_books_test_0264 "A great white bird." )
( c_books_test_0265 "Then there were wicked, bitter howls from the young wolves: Akela!" )
( c_books_test_0266 "Wah! They went on chewing." )
( c_books_test_0267 "They had to do, I think, with the riddle of his existence." )
( c_books_test_0268 "Skylights will do." )
( c_books_test_0269 "Run back, Messua." )
( c_books_test_0270 "All things made he--Shiva the Preserver." )
( c_books_test_0271 "The monkeys scattered with cries of--Kaa!" )
( c_books_test_0272 "(Give him the tusk!)" )
( c_books_test_0273 "That’s the way I always do. I say!" )
( c_books_test_0274 "He’s calling for me." )
( c_books_test_0275 "Else why should he go hunting these wild devils?" )
( c_books_test_0276 "Of course Mrs." )
( c_books_test_0277 "She was much pleased, and bowed beautifully to him from the bed." )
( c_books_test_0278 "Let us build a little house round her. They were all delighted." )
( c_books_test_0279 "Of course the Neverlands vary a good deal." )
( c_books_test_0280 "Mr. and Mrs." )
( c_books_test_0281 "Starkey looked round for help, but all deserted him." )
( c_books_test_0282 "What would you call me if I join? Michael demanded." )
( c_books_test_0283 "He felt for the first time that it was a shortish name." )
( c_books_test_0284 "I am getting old, and I do not love wild elephants." )
( c_books_test_0285 "She even tried to make her heart go softly." )
( c_books_test_0286 "In the confusion some struck at their own side." )
( c_books_test_0287 "Quiet, their mother admonished them." )
( c_books_test_0288 "There was a woman aboard." )
( c_books_test_0289 "I will get some. There speaks the man’s cub, said Bagheera proudly." )
( c_books_test_0290 "They never go far, he said with a chuckle." )
( c_books_test_0291 "Petersen Sahib is a madman." )
( c_books_test_0292 "It was not such a night as he would have chosen." )
( c_books_test_0293 "In truth, I have lived too long." )
( c_books_test_0294 "So it is! said John." )
( c_books_test_0295 "Look at her in her chair, where she has fallen asleep." )
( c_books_test_0296 "What is it? he cried, shrinking." )
( c_books_test_0297 "He was ashamed of himself, and yet he did it." )
( c_books_test_0298 "Mind the post!" )
( c_books_test_0299 "Two, said Slightly solemnly." )
( c_books_test_0300 "He knew that you must not hurry Kaa." )
( c_books_test_0301 "Of this, as of almost everything else, Smee was quite unconscious." )
( c_books_test_0302 "When ye are full-fed, the madness may come upon you again." )
( c_books_test_0303 "This trick had been in his head all the time." )
( c_books_test_0304 "This tie, it will not tie. He became dangerously sarcastic." )
( c_books_test_0305 "Don’t you wish you had extra hands?" )
( c_books_test_0306 "And these elephants were not thinking of men that night." )
( c_books_test_0307 "They play all day." )
( c_books_test_0308 "Bring in the whole world." )
( c_books_test_0309 "The whisper of his name makes their wicked tails cold." )
( c_books_test_0310 "Hide me! he cried hoarsely." )
( c_books_test_0311 "He felt he was a strong man again." )
( c_books_test_0312 "I met my mates in the morning, a broken, scattered band." )
( c_books_test_0313 "Valiant Rikki-tikki is dead!" )
( c_books_test_0314 "Arre! said two or three women together." )
( c_books_test_0315 "That is all a man, said Bagheera to himself, lying down again." )
( c_books_test_0316 "Can’t guess, can’t guess! crowed Peter." )
( c_books_test_0317 "He looked up into Father Wolf’s face, and laughed." )
( c_books_test_0318 "We are very miserable, said Darzee." )
( c_books_test_0319 "They are trying to join again. Mowgli slipped on to Rama’s back." )
( c_books_test_0320 "So she tricked him, Shiva the Preserver." )
( c_books_test_0321 "Brother, the watch was long and cold." )
( c_books_test_0322 "Tie her up! he shouted." )
( c_books_test_0323 "Little Toomai stared once more." )
( c_books_test_0324 "He steals the young monkeys in the night." )
( c_books_test_0325 "Kaa, we owe thee, I think, our lives--Bagheera and I. No matter." )
( c_books_test_0326 "What is it? he cried again." )
( c_books_test_0327 "Ai! he said, half aloud, his teeth chattering." )
( c_books_test_0328 "Where is the haste that ye hurry by?" )
( c_books_test_0329 "A man’s cub went this way, said Shere Khan." )
( c_books_test_0330 "Meantime, Baloo and Bagheera were furious with rage and grief." )
( c_books_test_0331 "Can they be John and Michael?" )
( c_books_test_0332 "All the jungle knows that I have killed Shere Khan." )
( c_books_test_0333 "You’ll be beaten for this in the morning." )
( c_books_test_0334 "Your friends are making as much noise as ever." )
( c_books_test_0335 "It sounds very foolish." )
( c_books_test_0336 "Hook had feared." )
( c_books_test_0337 "Room for the leader of the Pack!" )
( c_books_test_0338 "Give him to me." )
( c_books_test_0339 "The trouble is this, Kaa." )
( c_books_test_0340 "They said nothing, but their eyes asked her to have them." )
( c_books_test_0341 "To Toomai of the Elephants." )
( c_books_test_0342 "What is the Law of the Jungle?" )
( c_books_test_0343 "Lend me thy coat, Shere Khan." )
( c_books_test_0344 "What is the matter with you? cried Peter, suddenly afraid." )
( c_books_test_0345 "Let us get Shere Khan’s skin and go away." )
( c_books_test_0346 "Hook wounded me." )
( c_books_test_0347 "That’s right, he shouted." )
( c_books_test_0348 "Our last romp! Mr." )
( c_books_test_0349 "I also have made a little promise." )
( c_books_test_0350 "The hooded Death has missed!" )
( c_books_test_0351 "Wendy was so shocked that she exclaimed." )
( c_books_test_0352 "Then at last he stopped." )
( c_books_test_0353 "Listen, Tinker Bell, he cried, I am your friend no more." )
( c_books_test_0354 "Make a plan." )
( c_books_test_0355 "Then her head nodded, oh, so gracefully." )
( c_books_test_0356 "This is the way of the Monkey-kind." )
( c_books_test_0357 "Break them up." )
( c_books_test_0358 "Will he find it tonight?" )
( c_books_test_0359 "At last Hook had got the boon for which he craved." )
( c_books_test_0360 "What is it? he said." )
( c_books_test_0361 "Keep very still, all you three!" )
( c_books_test_0362 "Rikki-tikki licked his lips." )
( c_books_test_0363 "She looked round and cooed: How thoughtful of you." )
( c_books_test_0364 "She lives, Peter said briefly." )
( c_books_test_0365 "Bagheera, he shouted, I am here." )
( c_books_test_0366 "Aha, the Cawnpore barracks were good." )
( c_books_test_0367 "Of course in the end Wendy let them fly away together." )
( c_books_test_0368 "Good! said the young wolves, who are always hungry." )
( c_books_test_0369 "He stood motionless, one hand to his ear." )
( c_books_test_0370 "Come to me, Lone Wolf, for there is big game afoot!" )
( c_books_test_0371 "Peter’s heart bobbed up and down as he listened." )
( c_books_test_0372 "Great King, he said at last in a husky whisper." )
( c_books_test_0373 "Who comes with me to the Sea Cow’s tunnel?" )
( c_books_test_0374 "What stayed him was Peter’s impertinent appearance as he slept." )
( c_books_test_0375 "Gray Brother, come to me!" )
( c_books_test_0376 "What is he like?" )
( c_books_test_0377 "That is about the only thing fairies can’t do." )
( c_books_test_0378 "What was that? cried Hook." )
( c_books_test_0379 "In time they could not even fly after their hats." )
( c_books_test_0380 "Assuredly I will keep him." )
( c_books_test_0381 "He fell forward." )
( c_books_test_0382 "Tink sat up in bed almost briskly to listen to her fate." )
( c_books_test_0383 "There is no harm in a man’s cub." )
( c_books_test_0384 "You eat eggs." )
( c_books_test_0385 "I did them no harm, but they were afraid of me." )
( c_books_test_0386 "Very good, said the young seal carelessly." )
( c_books_test_0387 "Well! said Kotick." )
( c_books_test_0388 "John let go and met Wendy near the bathroom." )
( c_books_test_0389 "There was a splash, and then silence." )
( c_books_test_0390 "What orders! panted Akela." )
( c_books_test_0391 "Peter struck true and deep." )
( c_books_test_0392 "Half the village seemed to be waiting for him by the gate." )
( c_books_test_0393 "Don’t you envy our pranceful bands?" )
( c_books_test_0394 "Never was luck on a pirate ship wi’ a woman on board." )
( c_books_test_0395 "Baloo, art thou hurt?" )
( c_books_test_0396 "Peter Pan save me, me his velly nice friend." )
( c_books_test_0397 "But just before they go on fire you see the lagoon." )
( c_books_test_0398 "Let me run away." )
( c_books_test_0399 "Up and kill!" )
( c_books_test_0400 "Akela! said Mowgli, clapping his hands." )
( c_books_test_0401 "My hook thinks you did, said Hook, crossing to him." )
( c_books_test_0402 "And gayest of all was Mrs." )
( c_books_test_0403 "He ate and he drank." )
( c_books_test_0404 "You know I don’t mind that now, Billy." )
( c_books_test_0405 "She is not very polite." )
( c_books_test_0406 "He is too big." )
( c_books_test_0407 "Then Shere Khan roared: Bah!" )
( c_books_test_0408 "And yet a third time he sighs, said Smee." )
( c_books_test_0409 "He knows more than we, said Bagheera, trembling." )
( c_books_test_0410 "But, oh, they have handled ye grievously, my Brothers!" )
( c_books_test_0411 "I take my life from thee tonight." )
( c_books_test_0412 "Darling always said, I am responsible for it all." )
( c_books_test_0413 "He whispered to Tink, It’s Wendy’s mother!" )
( c_books_test_0414 "Then the little children in the village made him very angry." )
( c_books_test_0415 "But where’s Nagaina? said Rikki-tikki, looking carefully round him." )
( c_books_test_0416 "He tottered out, haggard." )
( c_books_test_0417 "Never! she cried, and bobbed." )
( c_books_test_0418 "He could do very well without one." )
( c_books_test_0419 "The Foundation's EIN or federal tax identification number is -." )
( c_books_test_0420 "Oh, it’s you, said he." )
( c_books_test_0421 "She had to run about after him, though it was rather undignified." )
( c_books_test_0422 "What have we to do with this toothless fool?" )
( c_books_test_0423 "But undoubtedly the grimmest part of him was his iron claw." )
( c_books_test_0424 "Rikki-tikki shook some of the dust out of his fur and sneezed." )
( c_books_test_0425 "I must tell Shere Khan who comes." )
( c_books_test_0426 "Unrip your plan, captain, he cried eagerly." )
( c_books_test_0427 "That will at least save the Pack three lives." )
( c_books_test_0428 "Then he curled up ready for any accident, his head lowered." )
( c_books_test_0429 "How large are their eyes!" )
( c_books_test_0430 "We have a big work in hand." )
( c_books_test_0431 "A man’s cub." )
( c_books_test_0432 "Then quickly they will be on top of each other." )
( c_books_test_0433 "He indicated that the little house must be used as a conveyance." )
( c_books_test_0434 "What does she say, Peter? He had to translate." )
( c_books_test_0435 "Michael had nearly cried." )
( c_books_test_0436 "Oh, surely she must have been dreaming." )
( c_books_test_0437 "He is a dog’s son." )
( c_books_test_0438 "I don’t want to be a man." )
( c_books_test_0439 "Mouths opened and remained open." )
( c_books_test_0440 "That is the proper time." )
( c_books_test_0441 "We now return to the nursery." )
( c_books_test_0442 "Teddy, keep still. Then Rikki-tikki came up and cried, Turn round, Nagaina." )
( c_books_test_0443 "Wendy, he said, don’t withdraw." )
( c_books_test_0444 "Cattle thief, it is time to come to the Council Rock!" )
( c_books_test_0445 "I might have known that thou wouldst not forget me." )
( c_books_test_0446 "He was a little boy, and she was grown up." )
( c_books_test_0447 "Thou art the master, said Bagheera in an undertone." )
( c_books_test_0448 "Mowgli, the Frog." )
( c_books_test_0449 "I must go and see Darzee, he said." )
( c_books_test_0450 "I have seen Mowgli among the Bandar-log." )
( c_books_test_0451 "He was above all that sort of thing." )
( c_books_test_0452 "I’m so sorry, said Wendy Moira Angela." )
( c_books_test_0453 "He heard something else instead." )
( c_books_test_0454 "The kites will see that I am naked." )
( c_books_test_0455 "He knew he was behaving unworthily, but he could not help it." )
( c_books_test_0456 "She let her hands play in the hair of the tragic boy." )
( c_books_test_0457 "For that one moment he dropped his silliness and spoke with dignity." )
( c_books_test_0458 "I did it, he said, reflecting." )
( c_books_test_0459 "How long has it taken?" )
( c_books_test_0460 "Man! said Father Wolf, showing all his white teeth." )
( c_books_test_0461 "Thus and thus, then, do we beat dogs when we are men." )
( c_books_test_0462 "It was as if Peter’s terrible oath had boarded the ship." )
( c_books_test_0463 "She was slightly inclined to _embonpoint_." )
( c_books_test_0464 "Of course Slightly was the first to get his word in." )
( c_books_test_0465 "It is the man-cub who has lived too long." )
( c_books_test_0466 "Give him honor, my lords!" )
( c_books_test_0467 "She is a pretty lady, but not so pretty as my mother." )
( c_books_test_0468 "Ye will not kill him, because that is not my will." )
( c_books_test_0469 "Remember they are always like this to begin with." )
( c_books_test_0470 "Ye-es, he said, between his teeth." )
( c_books_test_0471 "Pirates! he cried." )
( c_books_test_0472 "But how long ago?" )
( c_books_test_0473 "Wait a little." )
( c_books_test_0474 "But she was never quite sure, you know." )
( c_books_test_0475 "The first twin came to Peter." )
( c_books_test_0476 "There’s none can save you now, missy, Mullins hissed jeeringly." )
( c_books_test_0477 "Phew! said Gray Brother (he was the eldest of Mother Wolf’s cubs)." )
( c_books_test_0478 "Tink said that the shadow was in the big box." )
( c_books_test_0479 "Now we are talking just like men!" )
( c_books_test_0480 "Do you agree, my bullies? asked Hook." )
( c_books_test_0481 "Copyright laws in most countries are in a constant state of change." )
( c_books_test_0482 "Good gracious, said Teddy’s mother, and that’s a wild creature!" )
( c_books_test_0483 "Rikki was thoroughly enjoying himself." )
( c_books_test_0484 "His hand shook, but it was in exultation rather than in shame." )
( c_books_test_0485 "The big man has gone for his gun!" )
( c_books_test_0486 "As for Peter, he saw Wendy once again before he flew away." )
( c_books_test_0487 "This is the one mark that John has left on the Neverland." )
( c_books_test_0488 "We dare not wait for thee." )
( c_books_test_0489 "Let us take the man-cub and go." )
( c_books_test_0490 "Darling may not even offer Wendy her mouth, and Mr." )
( c_books_test_0491 "begs to be excused! He thought Mrs." )
( c_books_test_0492 "She had said it so often that Wendy needed no translation." )
( c_books_test_0493 "That’s what some of our horses do, and I don’t blame them." )
( c_books_test_0494 "That was worth a little bruise, said the brown bear tenderly." )
( c_books_test_0495 "Now will you tell? said Kotick, all out of breath." )
( c_books_test_0496 "Wendy’s servants! Yes, said Peter, and you also." )
( c_books_test_0497 "It had torn itself out of his hand and floated away." )
( c_books_test_0498 "Ahem! said Kotick." )
( c_books_test_0499 "It was then that Hook bit him." )
( c_books_test_0500 "The cub must be shown to the Pack." )
( c_books_test_0501 "It may be that I have stolen one of them." )
( c_books_test_0502 "True enough, said Billy." )
( c_books_test_0503 "Nonsense! he said." )
